Name,Description,Latitude,Longitude,InfoURL,ImageURL
UCSB,A great university located along the California coast!,34.416929,-119.845991,"https://en.wikipedia.org/wiki/University_of_California,_Santa_Barbara",https://web.physics.ucsb.edu/~Women/images/ucsb-big.jpg
Portola Dinning Common,The best dinning common in UCSB. I have my meal there everyday.,34.41789309,-119.8671407,https://www.dining.ucsb.edu/dining-commons/portola-dining-commons,https://www.dining.ucsb.edu/sites/default/files/styles/slid/public/images/dining-commons/portola1.jpg?itok=YoEKCwha
Yuyuantan Park,"My favorite park back in Beijing, China. It's the best place to enjoy sakura flower in Beijing.",39.9173749,116.3212404,https://en.wikipedia.org/wiki/Yuyuantan_Park,http://www.people.com.cn/mediafile/pic/GQ/20170327/78/15376117236837089286.jpg
Universal Studio Hollywood,"""The Entertainment Capital of LA."" I enjoy playing with my friends there.",34.13836542,-118.3534641,https://en.wikipedia.org/wiki/Universal_Studios_Hollywood,https://upload.wikimedia.org/wikipedia/commons/6/61/Universal_archway_2019.jpg
Hakodate Asaichi,A seafood market in Japan that serves tasty fresh seafood.,41.77263719,140.7254164,https://www.hakodate.travel/en/top7/morning-market,https://upload.wikimedia.org/wikipedia/commons/a/ac/Hakodate_Morning_Market%2C_Hakodate_Asaichi%2C_Hakodate%2C_2014.jpg
Wuzhizhou Island,"Have a great beach. It's a place for traveling in Hainan, China.",18.31310563,109.765947,https://en.wikipedia.org/wiki/Wuzhizhou_Island,https://www.sunnyhainan.com/wp-content/uploads/2016/05/Wuzhizhou-Island-Sanya-Hainan9.jpg
,,,,,
